gene,medium,gr_loglin,gr_loglin_se,gr_max_sliding,t_exp_start,t_exp_end,doubling_time,R_squared,lag_loglin,N_max_emp,converged
yiaJ,LB,0.7559295752060744,0.03233703257072102,1.079135533787383,1.75,6.0,0.9169467676548917,0.9715537852279146,0.996349800815438,1.1510999999999998,True
cysE,LB,0.9165548334466533,0.03290377208213562,1.0808842994820171,1.75,4.5,0.7562528233618102,0.9872763068424126,1.1676562288691574,0.6121866666666667,True
nagB,LB,1.4159974245429257,0.03679816650973891,1.5767502907609963,1.75,3.5,0.4895116110706829,0.9959642668602309,0.8365144624620154,1.125,True
astB,LB,0.9781797308167159,0.034140038121079914,1.1048469689489937,2.5,4.5,0.7086092245861738,0.9915452404912378,1.8656808565006822,0.9077,True
yjiG,LB,0.6547043118914926,0.04024957758504593,1.038554470155102,1.75,6.0,1.0587179097039825,0.9429765948740879,0.6465455046295987,1.1499799999999998,True
hycE,LB,1.1589808953659109,0.04942401514104467,1.4799596332213014,0.75,4.0,0.5980660969748828,0.9786435396686473,0.5891023725410118,1.1376,True
yohF,LB,0.9007232455497104,0.04045880297038185,1.2972971046304047,2.0,6.5,0.7695451227495725,0.9668376135510527,1.4142998453468822,1.0942433333333335,True
rihA,LB,1.2767100701453942,0.03252913498646663,1.4534097634945558,0.75,3.5,0.5429166705648436,0.9935501405543231,0.7115574880893859,1.16878,True
kefF,LB,1.1978334331268559,0.0492482330926333,1.5045248824545794,1.75,3.5,0.5786674185162253,0.9899594591789088,0.49802796131142335,1.1463633333333334,True
atoB,LB,1.1485429639670865,0.03014043804061774,1.259299643066172,1.75,3.5,0.6035013075747757,0.9958850450087104,0.8165696597855548,1.1460866666666667,True
glgB,LB,1.1697772905749204,0.04374078843044197,1.4577131408546387,0.75,4.0,0.5925462788042999,0.9834985610531958,0.5995470362470803,1.1233199999999999,True
mdaB,LB,0.8014704027741627,0.042922930368062925,1.1690460795100552,1.75,6.0,0.8648443887144507,0.9561229447804134,0.8945354014102871,1.1091333333333333,True
nagD,LB,1.3565271370859295,0.02985497922895992,1.4675389386975566,2.0,4.0,0.5109718498141904,0.9966208723901947,1.1885645928500246,1.0977333333333334,True
tyrA,LB,0.6507415428832306,0.0477891888284259,1.1436568315184843,1.75,5.75,1.0651650999394147,0.9251573566133534,0.10559486762214222,1.1299266666666665,True
hipA,LB,0.7817484225672344,0.028942658415885048,1.0432100064374135,2.25,6.5,0.8866627172507419,0.9785394362407885,1.9905812576136446,1.15828,True
xdhD,LB,0.7603333839501702,0.05466975011193648,1.4061886333360647,1.75,6.0,0.9116358628879722,0.9236005512877734,-0.3476106818671513,0.8862199999999999,True
cheW,LB,0.6173047410428956,0.026755002844402534,0.8640682124446105,1.75,6.0,1.1228606140120014,0.9708210313904921,0.8227834286701456,1.2107,True
solA,LB,0.8512828782170072,0.048687325907161,1.274377002187124,1.75,5.75,0.8142383669359431,0.9532294212038884,0.5924598865042757,1.0656700000000003,True
yjhF,LB,0.907272301419921,0.04801363923267809,1.3355959480913346,1.75,6.25,0.7639902369720089,0.9545532304215,1.1272452246660236,1.161635,True
paaC,LB,0.6626974454987479,0.0484914787428332,1.1571280308625043,1.75,5.75,1.0459481702668718,0.9256567576465081,0.0031895952143046057,1.13446,True
puuD,LB,0.6861671742495637,0.02077900970640807,0.9147908729786537,2.0,6.0,1.0101724573432347,0.9864310016993814,1.6109158468142317,1.14038,True
narJ,LB,1.171818436184367,0.030499008659476107,1.3355308768269198,0.75,3.5,0.5915141451579702,0.9932714921325568,0.6768349714530638,1.15638,True
yddK,LB,0.8655640827021895,0.03632034696572848,1.1055283945330063,1.75,4.75,0.8008040010117115,0.9809995873213776,0.7395969412950627,1.1642133333333333,True
ydiZ,LB,0.7368380762039198,0.03271109497789639,1.004737961493011,1.75,4.75,0.9407048888284064,0.978781031241394,0.4882633386302561,1.14422,True
ybaW,LB,0.9152684745060891,0.039014563789958795,1.2821727034520425,2.5,7.0,0.7573156946479467,0.9700364357843522,2.0241707637114477,1.0096266666666667,True
yciK,LB,1.4337059577735038,0.024736513597852883,1.5208999651133586,1.75,3.75,0.4834653694516127,0.9979205389011574,0.9147680881324203,1.1407133333333332,True
paaA,LB,0.8381511166575362,0.04242305594731198,1.2053275266577022,1.75,5.75,0.8269954746635043,0.9629938408631582,0.8305448365749385,1.0628,True
bcsG,LB,1.0152389072561447,0.030106634463822925,1.2326271749107651,1.75,5.0,0.6827429244543957,0.9895573641324644,1.300819683062785,1.07836,True
yhhY,LB,0.818832965333762,0.04080095942385557,1.2068524721539728,1.75,6.0,0.8465061983397476,0.9617922579216592,1.0426061157243827,1.14176,True
yqfE,LB,0.7193601831253217,0.04456662256340402,1.1392694423788798,1.75,6.0,0.9635606707456454,0.94214205218342,0.5996263309626393,0.75708,True
alkB,LB,0.9077837372946367,0.035970002948505705,1.0419760600299104,31.5,33.5,0.7635598128532816,0.9891290586866412,30.050247560679917,1.1635399999999998,True
leuA,LB,0.8956322742174152,0.039449737530805704,1.2633393143412985,4.0,8.25,0.7739193869108869,0.9698926576902432,4.14213639959804,1.1936200000000001,True
ilvM,LB,0.81919963839297,0.032717048475298015,1.1095465129842812,1.75,6.0,0.8461273028876053,0.9751146141418958,1.3135469458307698,1.19649,True
glcC,LB,1.2160628553079638,0.04324955697263649,1.4868643026063877,1.75,3.5,0.5699928893761073,0.9924678497031735,0.5766889660712015,1.1059666666666668,True
yeaB,LB,0.7285687874488116,0.0274514048935913,0.96144996101358,2.25,6.5,0.9513819319478396,0.9777897478304934,2.0175567689468967,1.2185900000000003,True
speG,LB,0.6735876882969168,0.03202324476303084,0.9457965469478591,1.75,5.75,1.0290377817214595,0.9672090500036231,1.0012929687104937,1.2013800000000001,True
nagZ,LB,0.6122093999095777,0.032124062595609584,0.8325195826542416,1.75,5.0,1.1322060403880143,0.9680165742458942,0.8020397506407378,1.0592,True
yafL,LB,0.906114054536086,0.0402439152004176,1.2369413270547476,1.75,4.75,0.7649668130518339,0.978762436253178,0.9200487084129052,1.1135666666666666,True
yhhW,LB,0.6229890133802773,0.03345366289845267,1.018974883968644,1.75,6.0,1.112615416440487,0.9558980167168194,0.4175451548681473,1.1549266666666667,True
yqjD,LB,0.4959665048880924,0.04149877313334321,1.194953495277267,1.75,6.0,1.3975685328111902,0.8992664386631515,-1.4387348188876583,1.1654599999999997,True
ydhD,LB,1.047151833277202,0.03335717240591178,1.309813650891559,2.0,6.25,0.6619356988476526,0.9840233930842569,1.6775349550140917,1.17308,True
visC,LB,0.6245899002741456,0.02481587602416293,0.8881836843807865,1.75,6.25,1.1097636709394572,0.9738653233944122,1.1202225556380367,0.7762266666666666,True
ycdX,LB,0.5612550056878188,0.029315817925355696,0.9436160943284886,1.75,5.75,1.2349950976570665,0.9606852117255557,-0.15955069836035496,1.0674,True
ycaK,LB,1.041183884237772,0.04719211157839776,1.419961201235095,4.0,8.0,0.6657298398998781,0.9701053078744842,3.5709079424964725,0.9301200000000001,True
purK,LB,1.1694512324912025,0.04876441132269599,1.445632240717696,1.75,3.5,0.5927114883477278,0.9896751051810222,0.5145561239537779,1.1102766666666666,True
aspC,LB,0.7371914376745881,0.02854723638299485,0.9941173459386968,1.75,6.0,0.940253976289284,0.9765690173685292,1.940113909810769,1.0376,True
gst,LB,1.14719994615498,0.04087807009418943,1.4385231801659053,3.0,6.25,0.6042078217342465,0.9849922157900053,2.213654162145306,1.1248666666666667,True
crcB,LB,0.6153947880180763,0.036218345222136336,1.153580502713856,1.75,6.0,1.1263455493217227,0.947489750274252,-0.2520705773699389,1.0598100000000001,True
ppx,LB,1.3252465434400846,0.028112063059128452,1.436840518158451,1.75,3.5,0.5230326266391677,0.9973073967427278,0.8683988890849544,1.1385,True
osmE,LB,0.7662068847907128,0.03337189768729424,1.0780943602755444,3.0,7.5,0.9046475492702947,0.9687583413358941,2.721875375356608,0.7637466666666666,True
sfmA,LB,0.5615584205474251,0.020747965736666603,0.7606558171840148,1.75,6.0,1.234327819150576,0.9786254179849171,1.0137369399384177,1.2746799999999996,True
yfaY,LB,0.6512290162630504,0.03244158906237023,1.017789283881759,1.75,6.0,1.064367777310406,0.9618103074893977,0.6730004127935802,1.1214933333333335,True
topB,LB,0.6604006824737902,0.047492684890003425,1.2532024809573892,1.75,6.0,1.0495858029151184,0.9235757929130864,-0.4203780662895712,0.7437533333333333,True
sodB,LB,0.8063671318491517,0.02971614209053693,1.0057005710772073,2.25,5.5,0.8595925518075473,0.9839645948978352,1.6601987818299613,1.1294666666666666,True
bioD,LB,0.8388497223773572,0.03583909511399815,1.1807833562795897,2.75,7.25,0.826306741326109,0.9699030163258917,2.5194287036907466,1.21372,True
brnQ,LB,0.9279121473359845,0.046456567840427274,1.1428239385034582,25.75,27.5,0.7469965584025985,0.9851833898475552,24.04920234789452,1.1496600000000001,True
yjjJ,LB,0.5215430408251412,0.032582442566023086,0.8475521544231417,1.75,6.0,1.3290315972068316,0.941224010751691,0.4956965409769902,1.27217,True
paaF,LB,0.6849701522623911,0.019921951001154577,0.8783408474319901,2.0,6.5,1.01193778775695,0.9858235158922137,1.6508623782446128,1.18816,True
atoA,LB,1.0193641626146166,0.050055581312045475,1.385125793059775,1.75,4.0,0.6799799384569872,0.9810748886672106,0.3840626152707627,1.1618666666666668,True
osmB,LB,0.8261525661332025,0.03380846374146815,1.1383244462496889,2.0,6.25,0.8390062670920609,0.973904435979234,1.8693046127296762,0.96976,True
aroE,LB,0.6894717281222065,0.04810794868741665,1.1967723501988197,1.75,5.75,1.005330824003109,0.9319417496523127,-0.040952715206481645,1.0439133333333332,True
yaeP,LB,1.055029951241077,0.04834928816790617,1.4796543777885691,2.75,7.25,0.6569928936563048,0.9655281606365211,2.429432933904207,1.1358266666666668,True
aroF,LB,0.6204155251413758,0.04178248212865116,1.0490512722673249,1.75,5.75,1.1172305535100786,0.9363013721533636,0.141745782946505,1.0859999999999999,True
fliP,LB,0.8435746984120458,0.03958107978640802,1.1987305090743072,2.0,6.5,0.8216784854556841,0.9639238781708039,1.5075127323593838,1.06068,True
ybhS,LB,0.5776910348577106,0.03408893314840235,1.008036667436275,1.75,5.5,1.1998579495537305,0.9535172153063075,-0.22906620063130959,0.7641333333333333,True
nlpC,LB,1.0929013691158729,0.03928376903164951,1.4612393253110265,2.25,6.75,0.6342266558973041,0.9785079599042121,2.0530319033671405,1.12252,True
lpxM,LB,0.6668806891164175,0.023234598027229464,0.8850850828173905,2.25,6.75,1.039387092582227,0.9797813509728611,2.082088547354851,1.21364,True
wzxC,LB,1.226106028315444,0.040587469830597356,1.4345019797037553,1.75,3.5,0.5653240132195299,0.9934681963468661,0.6282226139993182,1.1189866666666668,True
php,LB,0.9943119438627689,0.046312845447297885,1.333876379203894,1.75,4.0,0.6971123949966458,0.9829401704400812,0.4570315105811305,1.1613999999999998,True
ygeD,LB,0.9148417800230759,0.03347749944310391,1.1975787991919453,1.75,6.0,0.7576689168508038,0.9790237782688503,1.092208820539224,1.1029849999999999,True
dinF,LB,0.5834107481317864,0.051304182157377184,1.2596640464176507,1.75,6.0,1.1880946362053832,0.8898931061678282,-0.9455071240608405,0.9776683333333334,True
ybaB,LB,0.6816543687005875,0.04417556850469751,1.064083319364223,1.75,5.0,1.0168601748731783,0.952019692444655,0.24592507822934837,1.1379599999999999,True
ydfV,LB,0.7591648378644906,0.02275370507835481,0.9364618899811994,1.75,5.0,0.9130391003220708,0.9893351010746697,1.0610351367485427,1.07916,True
ydaN,LB,0.7426367856780558,0.034758483252406686,1.0668916571068592,2.5,6.75,0.9333596098758767,0.9661368504557065,1.886816290533992,1.0729899999999999,True
yijP,LB,0.9654071722697495,0.03927855870168345,1.297812303411444,2.25,6.5,0.7179842873243845,0.9741977748521065,1.9748194155743304,1.07205,True
ubiE,LB,0.7604489794969026,0.015467658028975916,0.8807117117593964,2.75,7.25,0.9114972854832644,0.9930158419447794,1.9395051973203112,0.6271199999999999,True
cheR,LB,0.8905775910507268,0.037652489532834725,1.2265231985816905,1.75,6.0,0.7783119489253622,0.9721953527215804,1.114836044446971,0.9698799999999999,True
argD,LB,0.6380118885983809,0.05032894950395284,1.2297206207482685,1.75,5.75,1.0864173426026411,0.9146282724889381,-0.500946840523177,1.1420533333333334,True
xseB,LB,1.2103891810876923,0.04050490264497451,1.4183660993286706,1.75,3.5,0.5726647192410149,0.9933256646181615,0.6075410195624251,1.1298833333333334,True
recR,LB,0.4936018196019312,0.03783867324101292,0.9349577334429298,1.75,6.0,1.4042638277122619,0.9140568103886226,-0.4013796093558142,1.1061800000000002,True
yjjK,LB,0.657804834039377,0.053453891787325396,1.29465378711446,1.75,6.0,1.0537277087240935,0.9044423598561531,-0.5192439475742322,1.0276533333333333,True
adiC,LB,0.6323974641528868,0.026422972598379224,0.8892773533569223,2.0,6.25,1.0960625553558068,0.972826931910587,1.2169163655407143,1.0437033333333334,True
nfrA,LB,1.1395029281244877,0.03940022542230531,1.4458970611272906,2.0,6.0,0.6082890736409067,0.9823827343844893,1.705646629065075,0.74989,True
stfR,LB,1.046772391412455,0.04601611201030205,1.3774713997377201,1.75,5.5,0.6621756422374229,0.9736579379547388,1.0430868833566471,1.0907333333333333,True
yjcF,LB,0.685378901977756,0.0434747171282487,1.1991270436656731,1.75,5.75,1.0113342832114804,0.9430816105918803,0.08075450660068488,1.1639199999999998,True
yigA,LB,0.7251241801554705,0.03300997116000973,1.0713528941130805,2.25,6.5,0.9559013470097367,0.9679063697013152,1.6782777320307414,1.0036166666666666,True
yiiU,LB,0.9185882487379369,0.03578412382865175,1.2528546781621748,1.75,6.0,0.7545787587771466,0.9762949950148035,1.4606135947436898,1.10368,True
frmA,LB,1.2959697099327592,0.0452124910577739,1.5756189275088468,1.75,3.5,0.5348482879248072,0.992750326324399,0.5628626596036642,1.1409966666666667,True
speA,LB,1.3232175991124,0.04116827419336136,1.509801042090026,1.75,3.5,0.5238346142198388,0.994225704259299,0.7083815463724789,1.1134,True
gor,LB,0.855859061672708,0.024685130364418578,1.0192710133475344,4.5,7.75,0.8098847247176943,0.990115979005802,3.9235885287485903,1.0708866666666665,True
wcaM,LB,0.6383401393637194,0.029522999735589504,0.8728803657368235,1.75,5.75,1.085858679121849,0.9689120369271319,1.0568677862073694,0.7860933333333333,True
ybbV,LB,0.7330154164121119,0.02246890448855152,0.8849775212190619,1.75,5.0,0.945610644797473,0.9888506505221313,1.0704103485466296,1.14398,True
ydaS,LB,0.7215243175561651,0.023315369396894717,0.8769611485360436,1.75,5.0,0.9606705743580003,0.9876246969368896,1.0798503700861033,1.1928266666666667,True
ppiD,LB,0.6714687138559434,0.03143323553185662,0.9813632752656328,1.75,6.0,1.0322851478507646,0.966124954158154,0.7019009955875408,1.1236933333333332,True
mtgA,LB,0.5899463346298488,0.0444735058494427,1.0740961442916932,1.75,6.0,1.1749325995810247,0.9166507671243067,0.03596668449664952,1.17428,True
ycgV,LB,0.7748232148401805,0.032932415477616744,1.0859590764376874,1.75,6.0,0.8945875230428115,0.9719077232027711,1.22436556828216,1.10712,True
yahB,LB,0.7407947015261447,0.04048781677821461,1.2557260545748732,0.75,6.0,0.9356805321797813,0.9436255068338518,0.05876396235434762,1.1544633333333334,True
thiC,LB,0.6697981238877618,0.03830688445078533,1.1035361273824738,1.75,6.0,1.03485984185303,0.9502684382788849,0.2149931383618972,1.1812799999999999,True
nadA,LB,0.6565129441143215,0.013096571395997328,0.7928230275577731,2.75,7.25,1.0558012401340324,0.9932803076515312,1.9866793372487366,0.7251733333333332,True
sufC,LB,0.8899051199684037,0.022143496193155834,1.0439000977569732,4.75,8.75,0.7789000928374877,0.9907980183855567,4.321261990993038,0.6575166666666667,True
lacI,LB,1.2295293574371222,0.03394466644759156,1.4102526948991805,0.75,3.5,0.5637500043144701,0.992435718684631,0.6834433489895008,1.1478966666666663,True
fixB,LB,1.3074517461963766,0.0296064943473703,1.4097229287830364,1.75,3.75,0.5301512522939688,0.9964234474329101,0.9283828248488997,1.12013,True
pheA,LB,0.5977957340217744,0.039915586584668226,0.9607670885493755,1.75,5.75,1.1595050635384723,0.9373160004913703,0.5924639917448624,1.1861533333333332,True
yjbA,LB,0.7395407609517244,0.03022906237073344,1.0034223791478591,1.75,5.75,0.9372670407888342,0.9755507111955938,1.0566718002532522,1.08917,True
yebT,LB,0.8019281486877001,0.03337879502360016,1.1255019443193275,2.0,6.5,0.8643507297932272,0.971390314522342,1.4126467001820187,1.14262,True
bioC,LB,0.7283918139788061,0.02769286571016875,1.0236586473494722,2.0,6.5,0.9516130841362169,0.9760165427867481,1.3251670232801631,0.9721866666666666,True
yjhG,LB,0.89842681882539,0.05594654661893371,1.388081622677356,1.75,6.0,0.7715121210052157,0.9415804042172274,0.7921701427805092,1.1673099999999998,True
ybdR,LB,0.6745058200033648,0.025297212519315163,0.9274465410475313,2.5,7.0,1.0276370640604517,0.9766460652832002,2.605840601863098,0.7114266666666667,True
yghW,LB,0.7891234694265915,0.04571892285122144,1.1961619999454824,1.75,6.0,0.8783760810758975,0.949031408965588,0.6163025711540457,0.9165000000000001,True
yfbV,LB,0.7351875034207761,0.02756443249090358,0.9924854238824204,4.25,8.75,0.9428168696213958,0.9766603490968728,3.934289108033463,1.1761066666666666,True
yqiA,LB,0.6768954446804101,0.05960955950567579,1.5675003982180038,1.75,6.0,1.0240092262508995,0.8896148507718264,-1.2506635353352316,1.0501999999999998,True
ynfA,LB,1.05903949169344,0.03471893379787597,1.3716182371252705,5.0,9.5,0.6545055080538871,0.9820570402205688,4.966299217505976,1.09339,True
yncD,LB,1.341876052019259,0.04001777424402753,1.6733659560959038,3.5,7.5,0.5165508241367713,0.9868351198068633,3.2966410258932375,1.1336,True
betA,LB,0.6412316928257777,0.052456428985375704,1.2334207601847547,1.75,5.75,1.0809621363307644,0.9087747624268082,-0.3107526677319589,1.1583999999999999,True
dedA,LB,0.7734725930262903,0.048549265668687794,1.3035725755780196,1.75,6.0,0.896149633237729,0.9407010397958909,-0.15470703222169468,1.0943733333333334,True
ydhP,LB,1.004269576039251,0.04090101785985662,1.3280510766500218,3.25,7.25,0.6902003178206946,0.9757235234489917,2.731694774650225,1.0506633333333335,True
ugpQ,LB,1.283715956082065,0.0229334030524184,1.3596719790585494,1.75,3.75,0.5399537002527014,0.9977709079346382,0.9822510810683578,1.1311333333333333,True
yccZ,LB,1.1132338476397254,0.03952027295223139,1.4290646171781332,2.5,6.5,0.6226429263083885,0.9814465374435849,2.351732716372398,1.0901133333333335,True
wcaB,LB,0.6885191723221656,0.034017217221522324,0.9741799657845983,1.75,5.75,1.0067216839033992,0.964678483485654,1.0990047601901012,1.1441133333333333,True
apaH,LB,1.4425849101243085,0.026590776355229023,1.5427096771620221,1.75,3.5,0.48048969297773697,0.9979655544700237,0.8927403646262987,1.0596066666666668,True
ybjJ,LB,0.7659361353466257,0.03435292342762139,1.0297311481116387,1.75,5.25,0.904967331572965,0.9745155988980911,0.754997876736988,1.1367800000000001,True
rfaI,LB,0.6741105396907027,0.04433451836713268,1.0281317345645953,1.75,5.25,1.0282396428306506,0.9467638344282489,0.6504904927476989,1.0321399999999998,True
yncK,LB,0.8867387835294509,0.04432875170099883,1.3000642492312406,1.75,6.0,0.7816813625778714,0.9615521191161525,0.7834174770526131,1.1094966666666668,True
nudB,LB,0.5737217640256395,0.04610414591701317,1.176551423898208,1.75,6.0,1.2081591182742175,0.9063528432479093,-0.83963775205909,1.1513,True
thrB,LB,1.2576727491685025,0.045037743423034175,1.650655009530243,2.25,6.5,0.5511347693732034,0.9798943925836906,2.199670968919917,0.7786,True
pdxA,LB,0.689834871131181,0.024743685355468614,0.9570152979551535,2.75,7.25,1.0048015975523719,0.9785961979354424,2.171689334716386,0.7671866666666667,True
yeaU,LB,0.7198510032532539,0.03917713329172928,1.0555236551414922,1.75,5.75,0.9629036806608244,0.957460516494096,0.9595497525533644,1.16112,True
argA,LB,0.6010576280586697,0.04778208412180374,1.1202785123361836,1.75,5.75,1.1532125177392918,0.9134123252182992,0.053833158932647625,1.1289733333333334,True
ydjL,LB,0.9249978563074077,0.033767704842460465,1.2251248923579137,1.75,6.25,0.7493500399308918,0.9778465553127291,1.4207060924390669,1.22572,True
yfgF,LB,1.0000630841713456,0.04590530483336414,1.4335916716249388,2.0,6.5,0.6931034567027224,0.9654191403630764,1.5638199117461473,1.1132666666666666,True
asmA,LB,1.022627800680457,0.04548495848831129,1.4047938876400772,2.75,7.25,0.6778098347206333,0.9674625510472593,2.306558919098961,1.0877233333333334,True
dnaJ,LB,0.5967306882441975,0.04872162541967106,1.204066222462843,1.75,6.0,1.161574549818178,0.9036188596770054,-0.5596435086447293,0.75424,True
hslJ,LB,0.791043717630894,0.024790026588914448,0.9818516307885184,3.0,7.0,0.8762438347097425,0.985482455378509,2.746395124267824,1.1776399999999998,True
ilvA,LB,0.5228162594007011,0.04145973268246325,0.9932882467641182,1.75,5.75,1.3257949960364523,0.9138018189628776,-0.27300220630904826,1.18174,True
ccmG,LB,0.5392389409957222,0.029212683936786076,0.8001960519238835,1.75,6.0,1.2854175169175033,0.9551490588815764,0.6118272105995548,0.7959866666666666,True
yedR,LB,0.8369432942259756,0.03809582153822302,1.2008926801975492,1.75,6.25,0.8281889410452637,0.9659765670395849,1.1036216946416164,1.1383333333333332,True
dusC,LB,0.5654721038827885,0.03315408688665931,1.062630770046983,1.75,5.75,1.225784925198753,0.9509648512721959,-0.4680937116393903,1.09602,True
ymfC,LB,0.7345962241948121,0.04774174532139047,1.1155325023203289,1.75,5.0,0.9435757464172935,0.9517599370556193,0.3829413746923114,1.1244399999999999,True
yjcE,LB,0.8180908099130138,0.03275273408306259,1.0968666742698092,1.75,5.75,0.8472741316256156,0.9765217738895106,1.0704985908603921,1.21353,True
ytfG,LB,0.6738668745868381,0.02248131920368863,0.8885891504868538,2.5,7.0,1.028611446415033,0.9814303476957368,2.5699972517857796,0.76414,True
trpB,LB,0.7463126031561477,0.024780273502453237,0.9769273994241381,2.5,6.75,0.928762528769625,0.9826660878682011,2.2767287748996368,0.98862,True
ybgK,LB,0.6131427431242522,0.03376502001543625,1.1292671970810335,1.75,5.5,1.1304825643504033,0.9592731192946985,-0.2775781332862103,1.1199133333333333,True
ydiB,LB,0.6954154011075928,0.02292732547702716,0.9364984858609711,2.25,6.5,0.996738322815349,0.9829057503658432,2.510784585942182,1.1682700000000001,True
ydfI,LB,0.8442918342754289,0.022114616694357773,1.0204862826880439,4.5,8.5,0.8209805572202461,0.989813655616703,3.9561743100086644,1.1329449999999999,True
yfbB,LB,0.5177882072599338,0.029385901612190287,0.968645209446948,1.75,6.0,1.3386693069507856,0.9509916139869368,-0.4657723973234339,1.0754266666666668,True
ppdC,LB,0.7900370925350669,0.0403131139098065,1.1293772915930846,1.75,5.5,0.87736030005348,0.9648296723510646,0.8429259834470437,1.12324,True
yedM,LB,0.9474139775019447,0.03374229306905355,1.080994928745484,25.25,27.25,0.7316201755726393,0.9911990706017301,23.93259937096968,1.01204,True
cedA,LB,0.505301186196914,0.04021557935720774,1.0347085326862235,1.75,5.75,1.3717505509473085,0.9132318509870622,-0.7222998203369769,1.17234,True
yjaG,LB,0.5186947720498377,0.018469157714349038,0.6827559660800682,2.0,6.25,1.3363296063707881,0.9801176088815826,1.446446152787048,1.29433,True
secG,LB,0.7071847369654329,0.043158221314021174,1.0959872944271245,1.75,6.0,0.9801500857248086,0.9437602988246403,0.8032553101885638,0.76056,True
asnA,LB,0.9252703639900988,0.034332190914034964,1.0773179103007389,1.75,3.75,0.7491293437421309,0.9904545082498041,0.8953975870958117,1.13136,True
yfbF,LB,0.7083910904601164,0.038087134573244696,1.144285873538147,1.75,6.0,0.9784809406760469,0.9557926882111301,0.0008803590263780561,1.1595733333333331,True
yhdN,LB,0.6597286961512997,0.024177725135757125,0.8777165525533371,2.25,6.5,1.0506548898109194,0.9789628778581104,1.733518624985196,1.14428,True
uvrD,LB,1.1384718582796614,0.04117704328547864,1.4727607792017376,2.0,6.0,0.608839977482936,0.9807550177010512,1.465474610621282,1.12235,True
slyB,LB,0.878007992578962,0.036992194481773114,1.2089973149324504,2.75,7.25,0.7894542947427764,0.9707072302149066,2.4017060590202273,0.7704133333333333,True
yeaG,LB,0.9006663320797814,0.02688025425293567,1.080288033502623,3.5,6.75,0.769593750617233,0.989424454611267,2.8146885151373984,1.2278200000000001,True
metH,LB,0.6358300489404263,0.42936408221932865,1.1193188422868467,41.75,42.75,1.090145364653707,0.42229477899475926,44.06990907363902,0.8315466666666667,True
yjtD,LB,0.5102138844294877,0.04399469260709903,1.1031830498372353,1.75,6.0,1.3585423715683678,0.893683701086897,-0.7935249332535531,1.1151099999999998,True
yjeT,LB,0.7443739046873138,0.03397519459698789,1.0309914913527256,1.75,5.75,0.9311814616219155,0.9696981291410648,1.0290366371335704,0.7471033333333335,True
yfiA,LB,0.5628089344064467,0.028951347051496452,0.947723499547157,1.75,6.0,1.2315852471158026,0.9593812285147694,0.15641944651363673,1.1052266666666666,True
ygjQ,LB,0.5881386666241412,0.0478159437086103,1.252255621785921,1.75,6.0,1.178543802499065,0.9043584548759266,-0.8841580230606361,1.1726,True
ygdH,LB,0.8580572965959355,0.02986384647606019,1.0671156500954204,2.5,5.75,0.8078099018676052,0.9856724226055614,2.102045678939893,1.0889000000000002,True
yggX,LB,0.7118010692338186,0.04072040537712249,1.070443205741143,1.75,6.0,0.9737933961044027,0.9502421957035889,0.8912976705688407,0.96896,True
yrfB,LB,0.9096417209179656,0.035875463568815914,1.255524994117521,1.75,6.0,0.7620002080164654,0.9757172282918135,1.1264484751027253,1.0916933333333334,True
ycgX,LB,0.9420482213957707,0.026743824958935337,1.1135512798630667,3.75,7.0,0.7357873671614759,0.990421400037389,3.3888810414365693,1.0935799999999998,True
yodA,LB,1.3057717774112392,0.047052488037061385,1.6931139787427665,3.0,7.0,0.530833329798371,0.9808951135538383,2.4944778555957168,0.7493533333333333,True
yjjY,LB,0.6936423304278657,0.03155989179500695,1.0202004954715855,1.75,6.0,0.9992861596730768,0.9679396616073843,0.38443714560829245,0.7499733333333334,True
ypdG,LB,0.7732272975623885,0.02898843043527255,1.0438285269983842,2.0,6.5,0.8964339240804132,0.9766638566080112,1.7167162325767962,1.10505,True
ygcO,LB,0.7095587095753183,0.03717833188783361,1.1681321189101153,1.75,6.0,0.9768707947715904,0.9579221697994156,0.5471062075940967,1.1584466666666666,True
ydhU,LB,0.834833991305831,0.03537826763407751,1.1604842399546975,2.5,7.0,0.8302814544910156,0.9703747987468605,2.123733891918847,0.7400133333333333,True
elbA,LB,0.8081720779535428,0.04047869491752442,1.2267137317069028,2.25,5.5,0.8576727648338655,0.9707756120865417,4.175157593886237,1.1101933333333331,True
fliL,LB,0.8291730025634485,0.047127655803864875,1.254901049738918,1.75,6.0,0.8359500109350286,0.9508532453448365,0.5365539587066684,1.11108,True
ydiV,LB,0.7206046954294544,0.03211988190593417,1.038417205082133,2.0,6.5,0.9618965640334256,0.9673279516560793,1.3057806466869015,1.1300866666666667,True
ydcS,LB,0.7905261272998731,0.04801830564175163,1.3608108394609086,1.75,6.0,0.8768175479885325,0.9442568709776349,-0.03597520828387961,1.1257466666666667,True
erfK,LB,1.088468181919948,0.02966995028649159,1.258302224146372,2.5,5.5,0.6368097773306554,0.9918930092907273,1.930068853803187,1.06793,True
yciH,LB,0.6824251520961517,0.04238198485275162,1.2488195339786574,1.75,6.0,1.0157116548691962,0.9418746445333605,-0.20874777276481238,1.0624933333333333,True
fieF,LB,0.5479750520695612,0.02834116431815037,0.8280212990164896,2.25,6.5,1.2649247040391824,0.9589575599169221,1.5253221972062811,1.1390799999999996,True
