gene,jw_id,medium,n_replicates
aaeA,JW3210,LB,3
aaeA,JW3210,M63,3
aaeB,JW3209,LB,3
aaeB,JW3209,M63,3
aaeR,JW3212,LB,3
aaeR,JW3212,M63,3
aaeX,JW5541,LB,3
aaeX,JW5541,M63,3
aas,JW2804,LB,3
aas,JW2804,M63,3
aat,JW0868,LB,3
aat,JW0868,M63,3
abgA,JW5205,LB,3
abgA,JW5205,M63,3
abgB,JW1331,LB,3
abgB,JW1331,M63,3
abgR,JW1333,LB,3
abgR,JW1333,M63,3
abgT,JW5822,LB,3
abgT,JW5822,M63,3
abrB,JW5097,LB,3
abrB,JW5097,M63,3
aceA,JW3975,LB,3
aceA,JW3975,M63,3
aceB,JW3974,LB,3
aceB,JW3974,M63,3
aceE,JW0110,LB,3
aceE,JW0110,M63,3
aceF,JW0111,LB,3
aceF,JW0111,M63,3
aceK,JW3976,LB,3
aceK,JW3976,M63,3
ackA,JW2293,LB,3
ackA,JW2293,M63,3
acnA,JW1268,LB,3
acnA,JW1268,M63,3
acnB,JW0114,LB,3
acnB,JW0114,M63,3
acpT,JW3440,LB,3
acpT,JW3440,M63,3
acrA,JW0452,LB,3
acrA,JW0452,M63,3
acrB,JW0451,LB,3
acrB,JW0451,M63,3
acrD,JW2454,LB,3
acrD,JW2454,M63,3
acrE,JW3233,LB,3
acrE,JW3233,M63,3
acrF,JW3234,LB,3
acrF,JW3234,M63,3
acrR,JW0453,LB,3
acrR,JW0453,M63,3
acs,JW4030,LB,3
acs,JW4030,M63,3
actP,JW4028,LB,3
actP,JW4028,M63,3
ada,JW2201,LB,3
ada,JW2201,M63,3
add,JW1615,LB,3
add,JW1615,M63,3
ade,JW3640,LB,3
ade,JW3640,M63,3
adhE,JW1228,LB,3
adhE,JW1228,M63,3
adhP,JW1474,LB,3
adhP,JW1474,M63,3
adiA,JW5731,LB,3
adiA,JW5731,M63,3
adiC,JW4076,LB,3
adiC,JW4076,M63,3
adiY,JW4077,LB,3
adiY,JW4077,M63,3
aegA,JW2452,LB,3
aegA,JW2452,M63,3
aer,JW3043,LB,3
aer,JW3043,M63,3
aes,JW0465,LB,3
aes,JW0465,M63,3
afuB,JW0255,LB,3
afuB,JW0255,M63,3
afuC,JW0254,LB,3
afuC,JW0254,M63,3
agaA,JW5527,LB,3
agaA,JW5527,M63,3
agaB,JW3107,LB,3
agaB,JW3107,M63,3
agaC,JW3108,LB,3
agaC,JW3108,M63,3
agaD,JW3109,LB,3
agaD,JW3109,M63,3
agaI,JW3110,LB,3
agaI,JW3110,M63,3
agaR,JW3100,LB,3
agaR,JW3100,M63,3
agaS,JW3105,LB,3
agaS,JW3105,M63,3
agaV,JW3102,LB,3
agaV,JW3102,M63,3
agaW,JW3103,LB,3
agaW,JW3103,M63,3
agp,JW0987,LB,3
agp,JW0987,M63,3
ahpC,JW0598,LB,3
ahpC,JW0598,M63,3
ahpF,JW0599,LB,3
ahpF,JW0599,M63,3
aidB,JW5867,LB,3
aidB,JW5867,M63,3
ais,JW2246,LB,3
ais,JW2246,M63,3
alaS,JW2667,LB,3
alaS,JW2667,M63,3
aldA,JW1412,LB,3
aldA,JW1412,M63,3
aldB,JW3561,LB,3
aldB,JW3561,M63,3
alkA,JW2053,LB,3
alkA,JW2053,M63,3
alkB,JW2200,LB,3
alkB,JW2200,M63,3
allA,JW0493,LB,3
allA,JW0493,M63,3
allB,JW0500,LB,3
allB,JW0500,M63,3
allC,JW0504,LB,3
allC,JW0504,M63,3
allD,JW0505,LB,3
allD,JW0505,M63,3
allR,JW0494,LB,3
allR,JW0494,M63,3
alpA,JW2604,LB,3
alpA,JW2604,M63,3
alr,JW4013,LB,3
alr,JW4013,M63,3
alsA,JW4048,LB,3
alsA,JW4048,M63,3
alsB,JW4049,LB,3
alsB,JW4049,M63,3
alsC,JW4047,LB,3
alsC,JW4047,M63,3
alsE,JW4046,LB,3
alsE,JW4046,M63,3
alx,JW5515,LB,3
alx,JW5515,M63,3
amiA,JW2428,LB,3
amiA,JW2428,M63,3
amiB,JW4127,LB,3
amiB,JW4127,M63,3
amiC,JW5449,LB,3
amiC,JW5449,M63,3
amn,JW1963,LB,3
amn,JW1963,M63,3
ampC,JW4111,LB,3
ampC,JW4111,M63,3
ampD,JW0106,LB,3
ampD,JW0106,M63,3
ampE,JW0107,LB,3
ampE,JW0107,M63,3
ampG,JW0423,LB,3
ampG,JW0423,M63,3
ampH,JW5052,LB,3
ampH,JW5052,M63,3
amtB,JW0441,LB,3
amtB,JW0441,M63,3
amyA,JW1912,LB,3
amyA,JW1912,M63,3
ansA,JW1756,LB,3
ansA,JW1756,M63,3
ansB,JW2924,LB,3
ansB,JW2924,M63,3
ansP,JW5234,LB,3
ansP,JW5234,M63,3
apaG,JW0049,LB,3
apaG,JW0049,M63,3
apaH,JW0048,LB,3
apaH,JW0048,M63,3
aphA,JW4015,LB,3
aphA,JW4015,M63,3
appA,JW0963,LB,3
appA,JW0963,M63,3
appB,JW0961,LB,3
appB,JW0961,M63,3
appC,JW0960,LB,3
appC,JW0960,M63,3
appY,JW0553,LB,3
appY,JW0553,M63,3
apt,JW0458,LB,3
apt,JW0458,M63,3
aqpZ,JW0859,LB,3
aqpZ,JW0859,M63,3
araC,JW0063,LB,3
araC,JW0063,M63,3
araE,JW2809,LB,3
araE,JW2809,M63,3
araF,JW1889,LB,3
araF,JW1889,M63,3
araG,JW1888,LB,3
araG,JW1888,M63,3
araH,JW1887,LB,3
araH,JW1887,M63,3
araJ,JW0386,LB,3
araJ,JW0386,M63,3
arcA,JW4364,LB,3
arcA,JW4364,M63,3
arcB,JW5536,LB,3
arcB,JW5536,M63,3
argA,JW2786,LB,3
argA,JW2786,M63,3
argB,JW5553,LB,3
argB,JW5553,M63,3
argC,JW3930,LB,3
argC,JW3930,M63,3
argD,JW3322,LB,3
argD,JW3322,M63,3
argE,JW3929,LB,3
argE,JW3929,M63,3
argF,JW0266,LB,3
argF,JW0266,M63,3
argG,JW3140,LB,3
argG,JW3140,M63,3
argH,JW3932,LB,3
argH,JW3932,M63,3
argI,JW4211,LB,3
argI,JW4211,M63,3
argK,JW2885,LB,3
argK,JW2885,M63,3
argO,JW2890,LB,3
argO,JW2890,M63,3
argP,JW2883,LB,3
argP,JW2883,M63,3
argR,JW3206,LB,3
argR,JW3206,M63,3
argT,JW2307,LB,3
argT,JW2307,M63,3
arnT,JW2251,LB,3
arnT,JW2251,M63,3
aroA,JW0891,LB,3
aroA,JW0891,M63,3
aroB,JW3352,LB,3
aroB,JW3352,M63,3
aroC,JW2326,LB,3
aroC,JW2326,M63,3
aroD,JW1683,LB,3
aroD,JW1683,M63,3
aroE,JW3242,LB,3
aroE,JW3242,M63,3
aroF,JW2582,LB,3
aroF,JW2582,M63,3
aroG,JW0737,LB,3
aroG,JW0737,M63,3
aroH,JW1694,LB,3
aroH,JW1694,M63,3
aroK,JW5947,LB,3
aroK,JW5947,M63,3
aroL,JW0379,LB,3
aroL,JW0379,M63,3
aroM,JW0381,LB,3
aroM,JW0381,M63,3
aroP,JW0108,LB,3
aroP,JW0108,M63,3
arpA,JW3977,LB,3
arpA,JW3977,M63,3
arpB,JW1710,LB,6
arpB,JW1710,M63,6
arsB,JW3469,LB,3
arsB,JW3469,M63,3
arsC,JW3470,LB,3
arsC,JW3470,M63,3
arsR,JW3468,LB,3
arsR,JW3468,M63,3
artI,JW0847,LB,3
artI,JW0847,M63,3
artJ,JW0844,LB,3
artJ,JW0844,M63,3
artM,JW0845,LB,3
artM,JW0845,M63,3
artP,JW0848,LB,3
artP,JW0848,M63,3
artQ,JW0846,LB,3
artQ,JW0846,M63,3
ascB,JW2686,LB,3
ascB,JW2686,M63,3
ascF,JW5435,LB,3
ascF,JW5435,M63,3
ascG,JW5434,LB,3
ascG,JW5434,M63,3
aslA,JW3773,LB,3
aslA,JW3773,M63,3
aslB,JW5594,LB,3
aslB,JW5594,M63,3
asmA,JW2049,LB,3
asmA,JW2049,M63,3
asnA,JW3722,LB,3
asnA,JW3722,M63,3
asnB,JW0660,LB,3
asnB,JW0660,M63,3
asnC,JW3721,LB,3
asnC,JW3721,M63,3
aspA,JW4099,LB,3
aspA,JW4099,M63,3
aspC,JW0911,LB,3
aspC,JW0911,M63,3
asr,JW5826,LB,3
asr,JW5826,M63,3
astA,JW1736,LB,3
astA,JW1736,M63,3
astB,JW1734,LB,3
astB,JW1734,M63,3
astC,JW1737,LB,3
astC,JW1737,M63,3
astD,JW5282,LB,3
astD,JW5282,M63,3
astE,JW1733,LB,3
astE,JW1733,M63,3
atoA,JW2216,LB,3
atoA,JW2216,M63,3
atoB,JW2218,LB,3
atoB,JW2218,M63,3
atoC,JW2214,LB,3
atoC,JW2214,M63,3
atoD,JW2215,LB,3
atoD,JW2215,M63,3
atoE,JW2217,LB,3
atoE,JW2217,M63,3
atoS,JW2213,LB,3
atoS,JW2213,M63,3
atpA,JW3712,LB,3
atpA,JW3712,M63,3
atpB,JW3716,LB,3
atpB,JW3716,M63,3
atpC,JW3709,LB,3
atpC,JW3709,M63,3
atpD,JW3710,LB,3
atpD,JW3710,M63,3
atpE,JW3715,LB,3
atpE,JW3715,M63,3
atpF,JW3714,LB,3
atpF,JW3714,M63,3
atpG,JW3711,LB,3
atpG,JW3711,M63,3
atpH,JW3713,LB,3
atpH,JW3713,M63,3
atpI,JW5611,LB,3
atpI,JW5611,M63,3
avtA,JW5652,LB,3
avtA,JW5652,M63,3
azoR,JW1409,LB,3
azoR,JW1409,M63,3
bacA,JW3029,LB,3
bacA,JW3029,M63,3
baeR,JW2064,LB,3
baeR,JW2064,M63,3
baeS,JW2063,LB,3
baeS,JW2063,M63,3
barA,JW2757,LB,3
barA,JW2757,M63,3
basR,JW4074,LB,3
basR,JW4074,M63,3
basS,JW4073,LB,3
basS,JW4073,M63,3
bax,JW5653,LB,3
bax,JW5653,M63,3
bcp,JW2465,LB,3
bcp,JW2465,M63,3
bcr,JW5363,LB,3
bcr,JW5363,M63,3
bcsA,JW5665,LB,3
bcsA,JW5665,M63,3
bcsC,JW5942,LB,3
bcsC,JW5942,M63,3
bcsE,JW3504,LB,3
bcsE,JW3504,M63,3
bcsF,JW5663,LB,3
bcsF,JW5663,M63,3
bcsG,JW3506,LB,3
bcsG,JW3506,M63,3
bcsZ,JW3499,LB,3
bcsZ,JW3499,M63,3
bdm,JW5239,LB,3
bdm,JW5239,M63,3
betA,JW0303,LB,3
betA,JW0303,M63,3
betB,JW0304,LB,3
betB,JW0304,M63,3
betI,JW0305,LB,3
betI,JW0305,M63,3
betT,JW0306,LB,3
betT,JW0306,M63,3
bfd,JW3299,LB,3
bfd,JW3299,M63,3
bfr,JW3298,LB,3
bfr,JW3298,M63,3
bglA,JW2869,LB,3
bglA,JW2869,M63,3
bglB,JW3699,LB,3
bglB,JW3699,M63,3
bglF,JW3700,LB,3
bglF,JW3700,M63,3
bglG,JW3701,LB,3
bglG,JW3701,M63,3
bglH,JW3698,LB,3
bglH,JW3698,M63,3
bglJ,JW5955,LB,3
bglJ,JW5955,M63,3
bglX,JW2120,LB,3
bglX,JW2120,M63,3
bioA,JW0757,LB,3
bioA,JW0757,M63,3
bioB,JW0758,LB,3
bioB,JW0758,M63,3
bioC,JW0760,LB,3
bioC,JW0760,M63,3
bioD,JW0761,LB,3
bioD,JW0761,M63,3
bioF,JW0759,LB,3
bioF,JW0759,M63,3
bioH,JW3375,LB,3
bioH,JW3375,M63,3
bipA,JW5571,LB,3
bipA,JW5571,M63,3
bisC,JW5940,LB,3
bisC,JW5940,M63,3
blc,JW4110,LB,3
blc,JW4110,M63,3
blr,JW5963,LB,3
blr,JW5963,M63,3
bolA,JW5060,LB,3
bolA,JW5060,M63,3
borD,JW0546,LB,3
borD,JW0546,M63,3
brnQ,JW0391,LB,3
brnQ,JW0391,M63,3
btuB,JW3938,LB,3
btuB,JW3938,M63,3
btuC,JW1701,LB,3
btuC,JW1701,M63,3
btuD,JW1699,LB,3
btuD,JW1699,M63,3
btuE,JW1700,LB,3
btuE,JW1700,M63,3
btuF,JW0154,LB,3
btuF,JW0154,M63,3
btuR,JW1262,LB,3
btuR,JW1262,M63,3
cadA,JW4092,LB,3
cadA,JW4092,M63,3
cadB,JW4093,LB,3
cadB,JW4093,M63,3
cadC,JW4094,LB,3
cadC,JW4094,M63,3
caiA,JW0038,LB,3
caiA,JW0038,M63,3
caiB,JW0037,LB,3
caiB,JW0037,M63,3
caiC,JW0036,LB,3
caiC,JW0036,M63,3
caiD,JW0035,LB,3
caiD,JW0035,M63,3
caiE,JW5004,LB,3
caiE,JW5004,M63,3
caiF,JW0033,LB,3
caiF,JW0033,M63,3
caiT,JW0039,LB,3
caiT,JW0039,M63,3
carA,JW0030,LB,3
carA,JW0030,M63,3
carB,JW0031,LB,3
carB,JW0031,M63,3
cbl,JW1966,LB,3
cbl,JW1966,M63,3
cbpA,JW0985,LB,3
cbpA,JW0985,M63,3
cbpM,JW0984,LB,3
cbpM,JW0984,M63,3
cbrA,JW5631,LB,3
cbrA,JW5631,M63,3
cbrC,JW3695,LB,3
cbrC,JW3695,M63,3
cchA,JW2441,LB,3
cchA,JW2441,M63,3
cchB,JW2440,LB,3
cchB,JW2440,M63,3
ccmA,JW5366,LB,3
ccmA,JW5366,M63,3
ccmB,JW2188,LB,3
ccmB,JW2188,M63,3
ccmC,JW2187,LB,3
ccmC,JW2187,M63,3
ccmD,JW2186,LB,3
ccmD,JW2186,M63,3
ccmE,JW2185,LB,3
ccmE,JW2185,M63,3
ccmF,JW2184,LB,3
ccmF,JW2184,M63,3
ccmG,JW2183,LB,3
ccmG,JW2183,M63,3
ccmH,JW2182,LB,3
ccmH,JW2182,M63,3
cdaR,JW5013,LB,3
cdaR,JW5013,M63,3
cdd,JW2131,LB,3
cdd,JW2131,M63,3
cdh,JW3889,LB,3
cdh,JW3889,M63,3
cedA,JW1720,LB,3
cedA,JW1720,M63,3
cfa,JW1653,LB,3
cfa,JW1653,M63,3
chaA,JW1207,LB,3
chaA,JW1207,M63,3
chaB,JW1208,LB,3
chaB,JW1208,M63,3
chaC,JW1209,LB,3
chaC,JW1209,M63,3
chbA,JW1725,LB,3
chbA,JW1725,M63,3
chbB,JW1727,LB,3
chbB,JW1727,M63,3
chbC,JW1726,LB,3
chbC,JW1726,M63,3
chbF,JW1723,LB,3
chbF,JW1723,M63,3
chbG,JW1722,LB,3
chbG,JW1722,M63,3
chbR,JW1724,LB,3
chbR,JW1724,M63,3
cheA,JW1877,LB,3
cheA,JW1877,M63,3
cheB,JW1872,LB,3
cheB,JW1872,M63,3
cheR,JW1873,LB,3
cheR,JW1873,M63,3
cheW,JW1876,LB,3
cheW,JW1876,M63,3
cheY,JW1871,LB,3
cheY,JW1871,M63,3
cheZ,JW1870,LB,3
cheZ,JW1870,M63,3
chiA,JW3300,LB,3
chiA,JW3300,M63,3
chpA,JW2753,LB,3
chpA,JW2753,M63,3
chpB,JW4184,LB,3
chpB,JW4184,M63,3
cirA,JW2142,LB,3
cirA,JW2142,M63,3
citA,JW0611,LB,3
citA,JW0611,M63,3
citB,JW0612,LB,3
citB,JW0612,M63,3
citC,JW0610,LB,3
citC,JW0610,M63,3
citD,JW0609,LB,3
citD,JW0609,M63,3
citE,JW0608,LB,3
citE,JW0608,M63,3
citF,JW5087,LB,3
citF,JW5087,M63,3
citG,JW0605,LB,3
citG,JW0605,M63,3
citT,JW0604,LB,3
citT,JW0604,M63,3
citX,JW0606,LB,3
citX,JW0606,M63,3
clcA,JW5012,LB,3
clcA,JW5012,M63,3
clcB,JW5263,LB,3
clcB,JW5263,M63,3
cld,JW5836,LB,3
cld,JW5836,M63,3
clpA,JW0866,LB,3
clpA,JW0866,M63,3
clpB,JW2573,LB,3
clpB,JW2573,M63,3
clpP,JW0427,LB,3
clpP,JW0427,M63,3
clpS,JW0865,LB,3
clpS,JW0865,M63,3
clpX,JW0428,LB,3
clpX,JW0428,M63,3
cls,JW1241,LB,3
cls,JW1241,M63,3
cmk,JW0893,LB,3
cmk,JW0893,M63,3
cmr,JW0826,LB,3
cmr,JW0826,M63,3
cmtA,JW2900,LB,3
cmtA,JW2900,M63,3
cmtB,JW2901,LB,3
cmtB,JW2901,M63,3
coaA,JW3942,LB,3
coaA,JW3942,M63,3
coaE,JW0100,LB,3
coaE,JW0100,M63,3
cobB,JW1106,LB,3
cobB,JW1106,M63,3
cobC,JW0633,LB,3
cobC,JW0633,M63,3
cobS,JW1970,LB,3
cobS,JW1970,M63,3
cobT,JW1969,LB,3
cobT,JW1969,M63,3
cobU,JW1971,LB,3
cobU,JW1971,M63,3
codA,JW0328,LB,3
codA,JW0328,M63,3
codB,JW0327,LB,3
codB,JW0327,M63,3
cof,JW0436,LB,3
cof,JW0436,M63,3
copA,JW0473,LB,3
copA,JW0473,M63,3
corA,JW3789,LB,3
corA,JW3789,M63,3
cpdA,JW3000,LB,3
cpdA,JW3000,M63,3
cpdB,JW4171,LB,3
cpdB,JW4171,M63,3
cpsB,JW2034,LB,3
cpsB,JW2034,M63,3
cpsG,JW2033,LB,3
cpsG,JW2033,M63,3
cpxA,JW3882,LB,3
cpxA,JW3882,M63,3
cpxP,JW5558,LB,3
cpxP,JW5558,M63,3
cpxR,JW3883,LB,3
cpxR,JW3883,M63,3
crcA,JW0617,LB,3
crcA,JW0617,M63,3
crcB,JW0619,LB,3
crcB,JW0619,M63,3
creA,JW4360,LB,3
creA,JW4360,M63,3
creB,JW4361,LB,3
creB,JW4361,M63,3
creC,JW4362,LB,3
creC,JW4362,M63,3
creD,JW4363,LB,3
creD,JW4363,M63,3
crl,JW0230,LB,3
crl,JW0230,M63,3
crp,JW5702,LB,3
crp,JW5702,M63,3
crr,JW2410,LB,3
crr,JW2410,M63,3
csdA,JW2781,LB,3
csdA,JW2781,M63,3
csgA,JW1025,LB,3
csgA,JW1025,M63,3
csgB,JW1024,LB,3
csgB,JW1024,M63,3
csgC,JW1026,LB,3
csgC,JW1026,M63,3
csgD,JW1023,LB,3
csgD,JW1023,M63,3
csgE,JW1022,LB,3
csgE,JW1022,M63,3
csgF,JW1021,LB,3
csgF,JW1021,M63,3
csgG,JW1020,LB,3
csgG,JW1020,M63,3
csiE,JW5878,LB,3
csiE,JW5878,M63,3
csiR,JW2639,LB,3
csiR,JW2639,M63,3
cspA,JW3525,LB,3
cspA,JW3525,M63,3
cspB,JW1549,LB,3
cspB,JW1549,M63,3
cspC,JW1812,LB,3
cspC,JW1812,M63,3
cspD,JW0864,LB,3
cspD,JW0864,M63,3
cspE,JW0618,LB,3
cspE,JW0618,M63,3
cspF,JW1550,LB,3
cspF,JW1550,M63,3
cspG,JW0974,LB,3
cspG,JW0974,M63,3
cspH,JW5134,LB,3
cspH,JW5134,M63,3
cspI,JW1544,LB,3
cspI,JW1544,M63,3
cstA,JW0590,LB,3
cstA,JW0590,M63,3
cueO,JW0119,LB,3
cueO,JW0119,M63,3
cueR,JW0476,LB,3
cueR,JW0476,M63,3
cusA,JW0564,LB,3
cusA,JW0564,M63,3
cusB,JW0563,LB,3
cusB,JW0563,M63,3
cusC,JW0561,LB,3
cusC,JW0561,M63,3
cusF,JW0562,LB,3
cusF,JW0562,M63,3
cusR,JW0560,LB,3
cusR,JW0560,M63,3
cusS,JW5082,LB,3
cusS,JW5082,M63,3
cutA,JW4097,LB,3
cutA,JW4097,M63,3
cutC,JW1863,LB,3
cutC,JW1863,M63,3
cvpA,JW2310,LB,3
cvpA,JW2310,M63,3
cvrA,JW5184,LB,3
cvrA,JW5184,M63,3
cyaA,JW3778,LB,3
cyaA,JW3778,M63,3
cyaY,JW3779,LB,3
cyaY,JW3779,M63,3
cybB,JW5224,LB,3
cybB,JW5224,M63,3
cybC,JW4195,LB,3
cybC,JW4195,M63,3
cycA,JW4166,LB,3
cycA,JW4166,M63,3
cydB,JW0723,LB,3
cydB,JW0723,M63,3
cydD,JW0870,LB,3
cydD,JW0870,M63,3
cynR,JW5894,LB,3
cynR,JW5894,M63,3
cynS,JW0331,LB,3
cynS,JW0331,M63,3
cynT,JW0330,LB,3
cynT,JW0330,M63,3
cynX,JW0332,LB,3
cynX,JW0332,M63,3
cyoA,JW0422,LB,3
cyoA,JW0422,M63,3
cyoB,JW0421,LB,3
cyoB,JW0421,M63,3
cyoC,JW0420,LB,3
cyoC,JW0420,M63,3
cyoD,JW0419,LB,3
cyoD,JW0419,M63,3
cyoE,JW0418,LB,3
cyoE,JW0418,M63,3
cysA,JW2415,LB,3
cysA,JW2415,M63,3
cysB,JW1267,LB,3
cysB,JW1267,M63,3
cysC,JW2720,LB,3
cysC,JW2720,M63,3
cysD,JW2722,LB,3
cysD,JW2722,M63,3
cysE,JW3582,LB,3
cysE,JW3582,M63,3
cysG,JW3331,LB,3
cysG,JW3331,M63,3
cysH,JW2732,LB,3
cysH,JW2732,M63,3
cysI,JW2733,LB,3
cysI,JW2733,M63,3
cysJ,JW2734,LB,3
cysJ,JW2734,M63,3
cysK,JW2407,LB,3
cysK,JW2407,M63,3
cysM,JW2414,LB,3
cysM,JW2414,M63,3
cysN,JW2721,LB,3
cysN,JW2721,M63,3
cysP,JW2418,LB,3
cysP,JW2418,M63,3
cysQ,JW4172,LB,3
cysQ,JW4172,M63,3
cysU,JW2417,LB,3
cysU,JW2417,M63,3
cysW,JW2416,LB,3
cysW,JW2416,M63,3
cysZ,JW2406,LB,3
cysZ,JW2406,M63,3
cytR,JW3905,LB,3
cytR,JW3905,M63,3
dacA,JW0627,LB,3
dacA,JW0627,M63,3
dacB,JW3149,LB,3
dacB,JW3149,M63,3
dacC,JW0823,LB,3
dacC,JW0823,M63,3
dacD,JW5329,LB,3
dacD,JW5329,M63,3
dadA,JW1178,LB,3
dadA,JW1178,M63,3
dadX,JW1179,LB,3
dadX,JW1179,M63,3
dam,JW3350,LB,3
dam,JW3350,M63,3
damX,JW3351,LB,3
damX,JW3351,M63,3
dapF,JW5592,LB,3
dapF,JW5592,M63,3
dbpA,JW1337,LB,3
dbpA,JW1337,M63,3
dcd,JW2050,LB,3
dcd,JW2050,M63,3
dcm,JW1944,LB,3
dcm,JW1944,M63,3
dcp,JW1531,LB,3
dcp,JW1531,M63,3
dcrB,JW5682,LB,3
dcrB,JW5682,M63,3
dctA,JW3496,LB,3
dctA,JW3496,M63,3
dcuA,JW5735,LB,3
dcuA,JW5735,M63,3
dcuB,JW4084,LB,3
dcuB,JW4084,M63,3
dcuC,JW0613,LB,6
dcuC,JW0613,M63,6
dcuD,JW3196,LB,3
dcuD,JW3196,M63,3
dcuR,JW4085,LB,3
dcuR,JW4085,M63,3
dcuS,JW4086,LB,3
dcuS,JW4086,M63,3
ddg,JW2375,LB,3
ddg,JW2375,M63,3
ddlA,JW0372,LB,3
ddlA,JW0372,M63,3
ddlB,JW0090,LB,3
ddlB,JW0090,M63,3
ddpA,JW5240,LB,3
ddpA,JW5240,M63,3
ddpB,JW1481,LB,3
ddpB,JW1481,M63,3
ddpC,JW1480,LB,3
ddpC,JW1480,M63,3
ddpD,JW1479,LB,3
ddpD,JW1479,M63,3
ddpF,JW1478,LB,3
ddpF,JW1478,M63,3
ddpX,JW1483,LB,3
ddpX,JW1483,M63,3
deaD,JW5531,LB,3
deaD,JW5531,M63,3
dedA,JW2314,LB,3
dedA,JW2314,M63,3
dedD,JW5378,LB,3
dedD,JW5378,M63,3
degP,JW0157,LB,3
degP,JW0157,M63,3
degQ,JW3203,LB,3
degQ,JW3203,M63,3
deoA,JW4345,LB,3
deoA,JW4345,M63,3
deoB,JW4346,LB,3
deoB,JW4346,M63,3
deoC,JW4344,LB,3
deoC,JW4344,M63,3
deoD,JW4347,LB,3
deoD,JW4347,M63,3
deoR,JW0824,LB,3
deoR,JW0824,M63,3
dgkA,JW4002,LB,3
dgkA,JW4002,M63,3
dgoA,JW5628,LB,3
dgoA,JW5628,M63,3
dgoD,JW5629,LB,3
dgoD,JW5629,M63,3
dgoK,JW3670,LB,3
dgoK,JW3670,M63,3
dgoR,JW5627,LB,3
dgoR,JW5627,M63,3
dgoT,JW5859,LB,3
dgoT,JW5859,M63,3
dgsA,JW1586,LB,3
dgsA,JW1586,M63,3
dgt,JW0156,LB,3
dgt,JW0156,M63,3
dhaH,JW5185,LB,3
dhaH,JW5185,M63,3
dhaK,JW5187,LB,3
dhaK,JW5187,M63,3
dhaL,JW5186,LB,3
dhaL,JW5186,M63,3
dhaR,JW5188,LB,3
dhaR,JW5188,M63,3
dicB,JW1566,LB,3
dicB,JW1566,M63,3
dicC,JW1561,LB,3
dicC,JW1561,M63,3
dinB,JW0221,LB,3
dinB,JW0221,M63,3
dinD,JW3620,LB,3
dinD,JW3620,M63,3
dinF,JW4004,LB,3
dinF,JW4004,M63,3
dinG,JW0784,LB,3
dinG,JW0784,M63,3
dinI,JW1048,LB,3
dinI,JW1048,M63,3
dinJ,JW0216,LB,3
dinJ,JW0216,M63,3
dipZ,JW5734,LB,3
dipZ,JW5734,M63,3
djlA,JW0054,LB,3
djlA,JW0054,M63,3
djlB,JW0641,LB,3
djlB,JW0641,M63,3
djlC,JW0644,LB,3
djlC,JW0644,M63,3
dkgA,JW5499,LB,3
dkgA,JW5499,M63,3
dkgB,JW0197,LB,3
dkgB,JW0197,M63,3
dksA,JW0141,LB,3
dksA,JW0141,M63,3
dld,JW2121,LB,3
dld,JW2121,M63,3
dmsA,JW5118,LB,3
dmsA,JW5118,M63,3
dmsB,JW0878,LB,3
dmsB,JW0878,M63,3
dmsC,JW0879,LB,3
dmsC,JW0879,M63,3
dmsD,JW5262,LB,3
dmsD,JW5262,M63,3
dnaG,JW3038,LB,3
dnaG,JW3038,M63,3
dnaJ,JW0014,LB,3
dnaJ,JW0014,M63,3
dnaK,JW0013,LB,3
dnaK,JW0013,M63,3
dnaQ,JW0205,LB,3
dnaQ,JW0205,M63,3
dnaT,JW4326,LB,3
dnaT,JW4326,M63,3
dos,JW1484,LB,3
dos,JW1484,M63,3
dppA,JW3513,LB,3
dppA,JW3513,M63,3
dppB,JW3512,LB,3
dppB,JW3512,M63,3
dppC,JW3511,LB,3
dppC,JW3511,M63,3
dppD,JW3510,LB,3
dppD,JW3510,M63,3
dppF,JW3509,LB,3
dppF,JW3509,M63,3
dps,JW0797,LB,3
dps,JW0797,M63,3
dsbA,JW3832,LB,3
dsbA,JW3832,M63,3
dsbB,JW5182,LB,3
dsbB,JW5182,M63,3
dsbC,JW2861,LB,3
dsbC,JW2861,M63,3
dsbG,JW0597,LB,3
dsbG,JW0597,M63,3
dsdA,JW2363,LB,3
dsdA,JW2363,M63,3
dsdC,JW2361,LB,3
dsdC,JW2361,M63,3
dsdX,JW2362,LB,3
dsdX,JW2362,M63,3
dsrB,JW1936,LB,3
dsrB,JW1936,M63,3
dtd,JW3858,LB,3
dtd,JW3858,M63,3
dusB,JW3228,LB,3
dusB,JW3228,M63,3
dusC,JW2128,LB,3
dusC,JW2128,M63,3
eaeH,JW0291,LB,3
eaeH,JW0291,M63,3
eamA,JW5250,LB,3
eamA,JW5250,M63,3
ebgA,JW5511,LB,3
ebgA,JW5511,M63,3
ebgC,JW3048,LB,3
ebgC,JW3048,M63,3
ebgR,JW3046,LB,3
ebgR,JW3046,M63,3
ecnA,JW5737,LB,3
ecnA,JW5737,M63,3
ecnB,JW4108,LB,3
ecnB,JW4108,M63,3
eco,JW2197,LB,3
eco,JW2197,M63,3
ecpD,JW0136,LB,3
ecpD,JW0136,M63,3
eda,JW1839,LB,3
eda,JW1839,M63,3
edd,JW1840,LB,3
edd,JW1840,M63,3
efp,JW4107,LB,3
efp,JW4107,M63,3
ego,JW1506,LB,3
ego,JW1506,M63,3
elaA,JW2262,LB,3
elaA,JW2262,M63,3
elaB,JW2261,LB,3
